InvoiceNo,Description,Quantity
100287,Biscuits,3
100287,Orange,1
100288,Shampoo,2
100288,Yogurt,2
100288,Dishwashing Liquid,1
100288,Tomato,3
100289,Milk,3
100289,Eggs,1
100289,Chocolate,2
100289,Tomato,2
100290,Tea,2
100290,Biscuits,2
100290,Wheat Flour,2
100290,Sugar,2
100291,Tea,2
100291,Cookies,1
100291,Dishwashing Liquid,1
100291,Toothbrush,2
100292,Butter,3
100292,Carrot,1
100292,Bread,3
100292,Tomato,1
100293,Fruit Juice,1
100293,Bread,1
100293,Cooking Oil,2
100293,Fish,1
100293,Tomato,1
100294,Popcorn,1
100294,Detergent,2
100294,Wheat Flour,3
100294,Orange,3
100294,Toothbrush,2
100295,Potato,2
100295,Cooking Oil,3
100295,Soft Drink,3
100296,Chicken,2
100296,Fruit Juice,1
100296,Spices,2
100296,Cooking Oil,2
100296,Orange,2
100297,Carrot,1
100297,Eggs,2
100297,Shampoo,1
100297,Biscuits,2
100297,Toothbrush,2
100298,Spices,1
100298,Cookies,3
100298,Dishwashing Liquid,3
100299,Cookies,3
100299,Cheese,2
100299,Tea,3
100299,Biscuits,3
100299,Sugar,2
100299,Wheat Flour,3
100300,Popcorn,1
100300,Dishwashing Liquid,2
100300,Rice,1
100300,Fish,1
100300,Grapes,1
100300,Butter,1
100301,Apple,2
100301,Yogurt,3
100301,Cooking Oil,2
100301,Soft Drink,3
100301,Sugar,2
100302,Banana,3
100302,Toothpaste,3
100302,Spices,3
100302,Coffee,1
100302,Fish,1
100302,Soft Drink,3
100303,Carrot,1
100303,Chicken,1
100303,Tea,2
100303,Shampoo,2
100303,Biscuits,1
100303,Wheat Flour,3
100304,Popcorn,3
100304,Chicken,2
100304,Spices,2
100304,Cooking Oil,2
100304,Tomato,1
100305,Shampoo,1
100305,Tea,2
100305,Grapes,3
100305,Tomato,2
100306,Jam,2
100306,Eggs,3
100306,Salt,2
100306,Wheat Flour,3
100307,Dishwashing Liquid,1
100307,Potato,1
100307,Yogurt,1
100307,Conditioner,1
100307,Sugar,1
100308,Cheese,2
100308,Bread,2
100308,Potato,3
100308,Coffee,2
100308,Chips,1
100308,Butter,2
100308,Conditioner,3
100309,Cheese,3
100309,Eggs,1
100309,Detergent,1
100309,Bread,3
100309,Onion,1
100309,Apple,3
100310,Cookies,3
100310,Chocolate,1
100310,Conditioner,2
100311,Milk,2
100311,Banana,2
100311,Apple,2
100311,Grapes,2
100311,Biscuits,1
100311,Sugar,2
100312,Tea,3
100312,Rice,3
100312,Grapes,2
100312,Toothpaste,3
100313,Spices,2
100313,Cooking Oil,1
100313,Chicken,2
100314,Apple,1
100314,Jam,3
100314,Banana,1
100314,Grapes,1
100315,Chicken,2
100315,Bread,2
100315,Spices,2
100315,Shampoo,2
100315,Cooking Oil,3
100316,Cookies,2
100316,Dishwashing Liquid,1
100316,Soap,3
100316,Onion,3
100316,Butter,1
100316,Tomato,2
100316,Toothbrush,1
100317,Eggs,2
100317,Detergent,1
100317,Soap,3
100317,Shampoo,2
100317,Tomato,2
100318,Cheese,2
100318,Tissue Paper,1
100318,Apple,3
100318,Coffee,1
100318,Fish,3
100318,Orange,2
100318,Tomato,3
100319,Cheese,3
100319,Dishwashing Liquid,1
100319,Grapes,1
100319,Soft Drink,2
100319,Sugar,2
100319,Tomato,3
100320,Biscuits,3
100320,Salt,1
100320,Cheese,2
100320,Chocolate,1
100321,Carrot,1
100321,Cooking Oil,3
100321,Sugar,1
100322,Potato,3
100322,Jam,1
100322,Chips,3
100323,Onion,2
100323,Popcorn,3
100323,Sugar,3
100324,Toothpaste,2
100324,Spices,2
100324,Yogurt,1
100324,Cooking Oil,1
100324,Grapes,2
100324,Sugar,1
100325,Cookies,1
100325,Bread,2
100325,Conditioner,3
100325,Sugar,3
100326,Butter,3
100326,Apple,1
100326,Fish,3
100327,Tea,3
100327,Coffee,1
100327,Apple,1
100327,Salt,3
100327,Biscuits,3
100327,Sugar,3
100328,Milk,1
100328,Cheese,3
100328,Bread,3
100328,Fish,3
100328,Butter,1
100328,Sugar,2
100329,Milk,2
100329,Toothpaste,3
100329,Coffee,2
100329,Chips,2
100329,Sugar,1
100330,Butter,1
100330,Shampoo,3
100330,Popcorn,1
100330,Soap,1
100331,Dishwashing Liquid,3
100331,Tea,1
100331,Eggs,2
100331,Shampoo,2
100331,Yogurt,2
100332,Tea,1
100332,Spices,1
100332,Jam,1
100332,Potato,3
100332,Coffee,3
100332,Butter,1
100333,Banana,1
100333,Salt,2
100333,Eggs,2
100333,Tomato,2
100334,Banana,1
100334,Fruit Juice,3
100334,Soap,3
100335,Cheese,3
100335,Dishwashing Liquid,2
100335,Tissue Paper,2
100335,Tea,3
100335,Salt,1
100336,Shampoo,2
100336,Butter,3
100336,Wheat Flour,2
100336,Sugar,1
100337,Dishwashing Liquid,2
100337,Toothpaste,3
100337,Fish,3
100337,Toothbrush,1
100337,Tomato,2
100338,Carrot,3
100338,Onion,1
100338,Detergent,3
100338,Cheese,2
100339,Shampoo,3
100339,Banana,1
100339,Popcorn,3
100340,Carrot,1
100340,Popcorn,2
100340,Dishwashing Liquid,3
100340,Eggs,3
100340,Spices,1
100340,Salt,1
100341,Spices,3
100341,Cooking Oil,3
100341,Salt,3
100341,Rice,2
100342,Spices,1
100342,Potato,2
100342,Chocolate,2
100342,Conditioner,3
100343,Spices,1
100343,Potato,3
100343,Salt,1
100343,Fish,1
100344,Toothpaste,1
100344,Tea,2
100344,Orange,1
100344,Tomato,3
100345,Chocolate,2
100345,Apple,1
100345,Coffee,3
100345,Chips,3
100345,Tomato,3
100345,Wheat Flour,1
100346,Milk,1
100346,Cheese,3
100346,Tissue Paper,3
100346,Soap,1
100346,Salt,3
100346,Cooking Oil,1
100346,Sugar,1
100347,Carrot,2
100347,Popcorn,2
100347,Chicken,1
100347,Rice,1
100347,Jam,2
100348,Chocolate,1
100348,Chicken,3
100348,Detergent,3
100348,Spices,2
100348,Cooking Oil,3
100349,Onion,3
100349,Jam,2
100349,Coffee,3
100349,Biscuits,3
100349,Sugar,3
100349,Toothbrush,3
100350,Cooking Oil,3
100350,Toothbrush,1
100350,Wheat Flour,1
100351,Carrot,1
100351,Banana,3
100351,Cheese,2
100351,Apple,1
100351,Orange,3
100352,Butter,3
100352,Salt,3
100352,Detergent,3
100352,Fish,2
100353,Carrot,3
100353,Popcorn,2
100353,Cheese,1
100353,Jam,3
100353,Orange,2
100354,Potato,3
100354,Cookies,1
100354,Chicken,2
100354,Toothbrush,2
100355,Biscuits,2
100355,Yogurt,1
100355,Conditioner,2
100356,Apple,2
100356,Banana,2
100356,Fruit Juice,3
100357,Chicken,3
100357,Dishwashing Liquid,2
100357,Onion,3
100357,Fish,1
100357,Soft Drink,1
100357,Grapes,3
100358,Fruit Juice,1
100358,Eggs,1
100358,Yogurt,3
100358,Wheat Flour,2
100358,Toothbrush,2
100359,Milk,3
100359,Chocolate,2
100359,Toothpaste,2
100359,Detergent,1
100359,Potato,3
100360,Jam,3
100360,Coffee,2
100360,Apple,3
100360,Fish,3
100360,Butter,2
100360,Orange,2
100361,Butter,1
100361,Chips,1
100361,Conditioner,3
100362,Cooking Oil,1
100362,Yogurt,3
100362,Chocolate,3
100362,Toothbrush,3
100363,Yogurt,2
100363,Cooking Oil,3
100363,Soft Drink,2
100364,Butter,3
100364,Yogurt,1
100364,Biscuits,2
100364,Detergent,2
100365,Carrot,2
100365,Jam,3
100365,Rice,1
100366,Tissue Paper,3
100366,Fish,1
100366,Toothbrush,2
100367,Eggs,1
100367,Rice,3
100367,Bread,1
100367,Conditioner,1
100367,Salt,3
100367,Grapes,2
100367,Orange,3
100368,Potato,3
100368,Orange,3
100368,Soft Drink,1
100369,Milk,1
100369,Eggs,3
100369,Coffee,3
100369,Sugar,3
100369,Toothbrush,2
100370,Cookies,1
100370,Chocolate,3
100370,Conditioner,2
100370,Fruit Juice,1
100371,Coffee,3
100371,Milk,2
100371,Sugar,3
100372,Tea,3
100372,Detergent,3
100372,Yogurt,2
100372,Orange,2
100373,Onion,2
100373,Popcorn,2
100373,Yogurt,2
100373,Orange,2
100374,Dishwashing Liquid,2
100374,Tissue Paper,1
100374,Spices,1
100374,Potato,2
100374,Fish,1
100375,Cookies,2
100375,Potato,3
100375,Spices,1
100375,Onion,1
100375,Cooking Oil,3
100375,Tomato,3
100376,Eggs,3
100376,Chips,3
100376,Yogurt,1
100376,Sugar,3
100377,Tissue Paper,2
100377,Apple,1
100377,Soft Drink,3
100377,Butter,3
100377,Toothbrush,2
100378,Milk,1
100378,Popcorn,2
100378,Fruit Juice,1
100378,Eggs,1
100378,Potato,3
100378,Conditioner,3
100378,Sugar,3
100379,Butter,1
100379,Shampoo,2
100379,Soft Drink,2
100379,Soap,1
100380,Butter,3
100380,Potato,2
100380,Chocolate,1
100380,Soap,3
100381,Carrot,3
100381,Toothpaste,3
100381,Apple,1
100381,Biscuits,3
100381,Toothbrush,2
100382,Carrot,3
100382,Chicken,1
100382,Toothpaste,2
100382,Shampoo,1
100382,Onion,1
100383,Biscuits,2
100383,Yogurt,3
100383,Chocolate,3
100383,Fruit Juice,1
100384,Cookies,1
100384,Chocolate,1
100384,Fruit Juice,1
100384,Soap,3
100384,Coffee,3
100384,Wheat Flour,1
100384,Tomato,1
100385,Apple,3
100385,Dishwashing Liquid,2
100385,Cheese,3
100385,Conditioner,3
100386,Fruit Juice,2
100386,Eggs,3
100386,Bread,1
100386,Soap,3
100386,Jam,1
100386,Salt,3
100387,Chicken,2
100387,Fruit Juice,2
100387,Yogurt,1
100387,Conditioner,1
100387,Tomato,1
100388,Chips,1
100388,Chicken,2
100388,Soft Drink,3
100388,Wheat Flour,3
100389,Eggs,3
100389,Butter,3
100389,Sugar,2
100389,Conditioner,3
100389,Toothbrush,2
100390,Carrot,2
100390,Cookies,1
100390,Dishwashing Liquid,2
100390,Tissue Paper,2
100390,Toothpaste,1
100390,Potato,1
100391,Milk,3
100391,Toothpaste,1
100391,Apple,2
100391,Orange,3
100391,Toothbrush,1
100392,Banana,2
100392,Tissue Paper,3
100392,Rice,3
100392,Potato,2
100392,Jam,1
100392,Apple,2
100392,Cooking Oil,3
100392,Soft Drink,3
100393,Cookies,3
100393,Dishwashing Liquid,1
100393,Rice,1
100393,Soap,1
100393,Shampoo,3
100393,Coffee,2
100393,Sugar,2
100394,Carrot,1
100394,Milk,2
100394,Detergent,3
100394,Cheese,2
100395,Potato,3
100395,Apple,1
100395,Eggs,3
100396,Carrot,1
100396,Chicken,3
100396,Fish,2
100396,Toothpaste,2
100397,Butter,3
100397,Milk,3
100397,Chips,3
100397,Bread,3
100398,Cookies,1
100398,Milk,2
100398,Popcorn,2
100398,Fruit Juice,2
100398,Butter,3
100399,Rice,3
100399,Spices,2
100399,Salt,3
100399,Yogurt,3
100399,Cooking Oil,3
100400,Banana,2
100400,Chicken,1
100400,Dishwashing Liquid,2
100400,Spices,3
100400,Onion,1
100401,Detergent,3
100401,Conditioner,2
100401,Tomato,3
100402,Popcorn,1
100402,Dishwashing Liquid,2
100402,Bread,3
100402,Spices,1
100402,Coffee,3
100402,Salt,3
100403,Cookies,2
100403,Milk,1
100403,Toothpaste,2
100403,Apple,3
100403,Wheat Flour,3
100404,Onion,3
100404,Detergent,2
100404,Soap,1
100404,Tomato,3
100405,Chips,1
100405,Popcorn,1
100405,Chocolate,3
100405,Soft Drink,2
100406,Milk,3
100406,Shampoo,2
100406,Coffee,2
100406,Potato,1
100406,Jam,3
100406,Soft Drink,2
100406,Butter,2
100407,Cookies,3
100407,Toothpaste,1
100407,Soap,2
100407,Onion,1
100407,Butter,3
100407,Sugar,3
100408,Spices,2
100408,Milk,2
100408,Chocolate,3
100408,Tissue Paper,2
100409,Banana,2
100409,Potato,2
100409,Apple,1
100409,Fish,2
100409,Biscuits,3
100410,Potato,3
100410,Salt,3
100410,Rice,1
100410,Dishwashing Liquid,1
100411,Carrot,2
100411,Milk,2
100411,Banana,1
100411,Detergent,3
100411,Soft Drink,3
100412,Cheese,1
100412,Fruit Juice,2
100412,Tea,2
100412,Detergent,3
100412,Jam,1
100412,Grapes,2
100412,Toothbrush,3
100413,Detergent,3
100413,Bread,3
100413,Potato,1
100413,Apple,3
100413,Coffee,3
100413,Tomato,3
100414,Orange,2
100414,Jam,3
100414,Salt,2
100414,Conditioner,2
100414,Toothbrush,3
100415,Rice,1
100415,Fish,1
100415,Soft Drink,2
100415,Tomato,1
100416,Banana,3
100416,Rice,3
100416,Jam,3
100416,Salt,2
100416,Orange,2
100417,Popcorn,1
100417,Fruit Juice,2
100417,Eggs,1
100417,Bread,1
100417,Apple,1
100418,Shampoo,2
100418,Eggs,3
100418,Rice,1
100418,Soap,1
100419,Carrot,3
100419,Cookies,1
100419,Orange,1
100419,Sugar,1
100420,Detergent,3
100420,Soap,3
100420,Onion,2
100420,Toothbrush,3
100420,Sugar,3
100421,Onion,1
100421,Toothbrush,2
100421,Dishwashing Liquid,2
100421,Toothpaste,2
100422,Milk,3
100422,Soft Drink,1
100422,Wheat Flour,2
100423,Shampoo,2
100423,Grapes,2
100423,Orange,3
100423,Toothbrush,1
100424,Butter,1
100424,Milk,3
100424,Rice,3
100424,Bread,3
100425,Carrot,3
100425,Cookies,3
100425,Banana,3
100425,Popcorn,2
100425,Eggs,2
100425,Fish,1
100426,Fruit Juice,3
100426,Spices,3
100426,Coffee,2
100426,Salt,1
100426,Yogurt,2
100427,Butter,2
100427,Bread,2
100427,Biscuits,1
100428,Milk,2
100428,Chocolate,2
100428,Eggs,2
100428,Salt,3
100428,Wheat Flour,1
100429,Banana,1
100429,Soap,2
100429,Yogurt,2
100429,Soft Drink,1
100429,Tomato,1
100430,Popcorn,2
100430,Chocolate,3
100430,Tea,2
100430,Spices,2
100430,Salt,1
100430,Butter,3
100431,Detergent,2
100431,Soap,1
100431,Coffee,3
100431,Grapes,1
100431,Butter,1
100432,Milk,1
100432,Banana,3
100432,Popcorn,3
100432,Coffee,2
100432,Cooking Oil,3
100433,Chicken,3
100433,Fruit Juice,1
100433,Eggs,1
100433,Spices,2
100433,Cooking Oil,3
100433,Fish,1
100434,Cookies,3
100434,Detergent,2
100434,Onion,2
100434,Chips,3
100434,Toothbrush,1
100434,Sugar,2
100435,Butter,3
100435,Salt,1
100435,Shampoo,3
100435,Orange,2
100436,Spices,3
100436,Jam,1
100436,Chicken,2
100436,Fruit Juice,2
100437,Milk,3
100437,Banana,2
100437,Apple,3
100437,Biscuits,1
100437,Conditioner,2
100438,Carrot,2
100438,Fruit Juice,3
100438,Toothpaste,2
100438,Shampoo,1
100438,Yogurt,1
100438,Soft Drink,3
100438,Orange,3
100439,Biscuits,1
100439,Yogurt,1
100439,Fruit Juice,2
100440,Carrot,1
100440,Tissue Paper,2
100440,Shampoo,1
100440,Chips,3
100440,Fish,3
100440,Soft Drink,1
100441,Butter,2
100441,Milk,3
100441,Cheese,1
100442,Banana,1
100442,Cheese,1
100442,Potato,3
100442,Yogurt,1
100442,Butter,1
100442,Wheat Flour,3
100443,Carrot,3
100443,Cookies,1
100443,Popcorn,3
100443,Detergent,3
100443,Chips,2
100443,Biscuits,3
100444,Fruit Juice,3
100444,Detergent,1
100444,Spices,3
100444,Cooking Oil,3
100444,Conditioner,2
100445,Popcorn,2
100445,Detergent,3
100445,Potato,3
100445,Onion,2
100445,Jam,2
100445,Cooking Oil,2
100445,Toothbrush,2
100446,Spices,3
100446,Cooking Oil,1
100446,Salt,2
100446,Rice,1
100447,Banana,1
100447,Chocolate,2
100447,Dishwashing Liquid,2
100447,Bread,1
100447,Grapes,1
100447,Soft Drink,2
100447,Conditioner,2
100448,Cookies,3
100448,Grapes,2
100448,Tissue Paper,3
100449,Cookies,3
100449,Chocolate,3
100449,Dishwashing Liquid,2
100449,Jam,1
100449,Biscuits,3
100450,Dishwashing Liquid,3
100450,Eggs,3
100450,Coffee,3
100450,Cooking Oil,1
100450,Tomato,3
100451,Carrot,3
100451,Soft Drink,3
100451,Grapes,1
100451,Butter,1
100451,Toothbrush,1
100452,Spices,1
100452,Salt,2
100452,Rice,2
100453,Cheese,1
100453,Rice,2
100453,Spices,3
100453,Salt,2
100453,Cooking Oil,3
100454,Dishwashing Liquid,3
100454,Rice,3
100454,Soap,3
100454,Chips,3
100454,Sugar,1
100455,Jam,1
100455,Banana,3
100455,Popcorn,2
100455,Dishwashing Liquid,2
100456,Fruit Juice,3
100456,Bread,2
100456,Potato,3
100456,Onion,1
100456,Chips,2
100457,Butter,3
100457,Eggs,1
100457,Chips,1
100457,Potato,3
100458,Milk,1
100458,Bread,3
100458,Coffee,3
100458,Salt,1
100458,Soft Drink,1
100459,Tissue Paper,2
100459,Toothpaste,1
100459,Bread,1
100459,Soap,2
100459,Apple,1
100459,Soft Drink,3
100459,Toothbrush,3
100460,Spices,2
100460,Milk,3
100460,Banana,2
100461,Carrot,1
100461,Tea,1
100461,Bread,3
100461,Potato,2
100461,Shampoo,3
100461,Toothbrush,3
100462,Fruit Juice,2
100462,Rice,3
100462,Bread,2
100462,Butter,2
100462,Tomato,3
100463,Banana,1
100463,Cheese,2
100463,Bread,2
100463,Apple,3
100463,Grapes,1
100463,Conditioner,1
100464,Carrot,3
100464,Cookies,1
100464,Popcorn,1
100464,Fish,3
100464,Soft Drink,1
100464,Grapes,3
100464,Tomato,3
100465,Chips,2
100465,Cooking Oil,1
100465,Dishwashing Liquid,3
100465,Toothpaste,3
100466,Milk,1
100466,Banana,1
100466,Bread,1
100466,Coffee,1
100466,Grapes,1
100466,Wheat Flour,3
100467,Cookies,1
100467,Chicken,3
100467,Bread,2
100467,Spices,1
100467,Fish,3
100468,Carrot,1
100468,Chicken,1
100468,Soap,1
100468,Spices,1
100468,Cooking Oil,2
100469,Milk,2
100469,Chips,3
100469,Cheese,2
100469,Yogurt,3
100470,Jam,3
100470,Popcorn,3
100470,Rice,2
100471,Dishwashing Liquid,2
100471,Tea,1
100471,Jam,1
100471,Fish,3
100471,Butter,3
100471,Toothbrush,2
100472,Carrot,2
100472,Cheese,2
100472,Rice,1
100472,Butter,2
100472,Orange,2
100473,Spices,3
100473,Salt,3
100473,Fish,1
100473,Toothpaste,1
100474,Tissue Paper,2
100474,Bread,3
100474,Rice,3
100474,Jam,1
100474,Toothbrush,2
100475,Jam,1
100475,Eggs,3
100475,Coffee,2
100475,Fruit Juice,3
100476,Carrot,1
100476,Fruit Juice,1
100476,Toothpaste,2
100476,Detergent,3
100476,Potato,3
100476,Conditioner,1
100477,Cheese,3
100477,Fruit Juice,1
100477,Salt,1
100477,Grapes,1
100477,Biscuits,1
100478,Milk,3
100478,Cheese,2
100478,Bread,1
100478,Butter,1
100478,Toothbrush,3
100479,Shampoo,1
100479,Eggs,3
100479,Chicken,2
100479,Soap,3
100480,Detergent,3
100480,Cheese,2
100480,Soft Drink,1
100481,Grapes,1
100481,Dishwashing Liquid,2
100481,Soft Drink,1
100481,Eggs,1
100482,Chicken,1
100482,Tissue Paper,1
100482,Detergent,2
100482,Spices,2
100482,Orange,2
100483,Carrot,1
100483,Yogurt,3
100483,Cooking Oil,2
100483,Soap,2
100484,Chocolate,3
100484,Cheese,3
100484,Toothbrush,3
100484,Toothpaste,3
100485,Chicken,3
100485,Dishwashing Liquid,3
100485,Eggs,2
100485,Apple,3
100485,Onion,3
100485,Orange,3
100486,Shampoo,1
100486,Orange,1
100486,Fish,1
100486,Conditioner,2
100487,Milk,2
100487,Coffee,3
100487,Butter,3
100487,Sugar,1
100487,Wheat Flour,1
100488,Detergent,1
100488,Chips,1
100488,Yogurt,3
100488,Grapes,2
100488,Soft Drink,2
100489,Spices,1
100489,Cooking Oil,2
100489,Salt,2
100489,Rice,3
100490,Cheese,2
100490,Soap,3
100490,Spices,3
100490,Soft Drink,3
100490,Sugar,2
100490,Wheat Flour,3
100490,Tomato,3
100491,Butter,2
100491,Jam,1
100491,Yogurt,2
100491,Bread,2
100492,Carrot,2
100492,Chicken,3
100492,Dishwashing Liquid,2
100492,Toothbrush,3
100493,Shampoo,3
100493,Potato,2
100493,Grapes,1
100493,Butter,1
100493,Wheat Flour,2
100494,Butter,2
100494,Eggs,3
100494,Conditioner,1
100495,Jam,1
100495,Chips,3
100495,Soft Drink,3
100495,Toothpaste,1
100496,Carrot,1
100496,Cookies,2
100496,Chocolate,1
100496,Toothpaste,3
100497,Spices,3
100497,Tea,2
100497,Chicken,3
100497,Grapes,1
100498,Banana,2
100498,Jam,1
100498,Coffee,1
100498,Chips,3
100498,Soft Drink,3
100499,Popcorn,1
100499,Chocolate,2
100499,Orange,3
100499,Onion,2
100499,Jam,3
100499,Soft Drink,2
100499,Conditioner,1
100500,Cheese,2
100500,Soap,1
100500,Sugar,1
100501,Chicken,2
100501,Onion,1
100501,Salt,3
100501,Cooking Oil,3
100501,Biscuits,3
100502,Spices,2
100502,Eggs,2
100502,Dishwashing Liquid,3
100503,Cookies,3
100503,Rice,3
100503,Spices,2
100503,Apple,2
100503,Soft Drink,2
100504,Fruit Juice,2
100504,Soap,3
100504,Shampoo,3
100504,Coffee,1
100504,Conditioner,3
100505,Tea,2
100505,Biscuits,3
100505,Sugar,3
100506,Carrot,2
100506,Popcorn,1
100506,Fruit Juice,3
100506,Tissue Paper,3
100506,Spices,2
100506,Yogurt,2
100507,Popcorn,2
100507,Chicken,3
100507,Dishwashing Liquid,1
100507,Coffee,2
100507,Yogurt,1
100507,Toothbrush,2
100508,Cheese,1
100508,Rice,1
100508,Jam,3
100508,Salt,3
100508,Cooking Oil,1
100509,Carrot,3
100509,Dishwashing Liquid,2
100509,Chips,2
100509,Soft Drink,3
100509,Toothbrush,3
100510,Onion,3
100510,Grapes,3
100510,Tissue Paper,2
100511,Cheese,1
100511,Detergent,3
100511,Sugar,3
100512,Carrot,2
100512,Popcorn,2
100512,Tissue Paper,3
100512,Onion,1
100512,Jam,3
100512,Orange,1
100513,Shampoo,2
100513,Carrot,3
100513,Wheat Flour,1
100513,Soap,1
100514,Milk,1
100514,Cheese,1
100514,Bread,3
100514,Cooking Oil,2
100514,Butter,2
100515,Carrot,1
100515,Chicken,1
100515,Detergent,2
100515,Spices,3
100515,Conditioner,1
100516,Popcorn,3
100516,Dishwashing Liquid,2
100516,Butter,3
100516,Conditioner,2
100516,Wheat Flour,1
100517,Toothpaste,1
100517,Tissue Paper,2
100517,Eggs,3
100517,Spices,3
100517,Fish,3
100518,Yogurt,2
100518,Fish,3
100518,Fruit Juice,1
100518,Tissue Paper,2
100519,Soap,1
100519,Spices,3
100519,Onion,3
100519,Orange,3
100519,Tomato,2
100520,Cheese,2
100520,Fruit Juice,2
100520,Dishwashing Liquid,1
100520,Soap,1
100520,Fish,3
100520,Orange,1
100521,Apple,3
100521,Banana,1
100521,Sugar,3
100522,Popcorn,1
100522,Salt,1
100522,Butter,3
100522,Soft Drink,1
100522,Biscuits,2
100523,Salt,3
100523,Popcorn,3
100523,Fruit Juice,2
100523,Wheat Flour,1
100524,Banana,2
100524,Cheese,3
100524,Soap,3
100524,Spices,1
100524,Apple,2
100525,Carrot,3
100525,Milk,3
100525,Toothpaste,2
100525,Apple,2
100525,Jam,3
100525,Salt,3
100525,Butter,2
100526,Banana,3
100526,Popcorn,2
100526,Tissue Paper,3
100526,Spices,3
100526,Apple,1
100526,Tomato,2
100527,Milk,1
100527,Cookies,1
100527,Tea,1
100527,Detergent,3
100527,Salt,1
100527,Orange,1
100528,Cooking Oil,3
100528,Coffee,1
100528,Chicken,2
100529,Dishwashing Liquid,2
100529,Spices,3
100529,Coffee,3
100529,Yogurt,2
100529,Biscuits,2
100529,Orange,1
100530,Carrot,2
100530,Yogurt,2
100530,Fruit Juice,1
100530,Tomato,2
100531,Fruit Juice,1
100531,Shampoo,3
100531,Yogurt,2
100531,Fish,1
100531,Biscuits,3
100532,Tea,1
100532,Butter,3
100532,Sugar,3
100533,Shampoo,3
100533,Apple,2
100533,Banana,2
100533,Milk,1
100534,Cookies,2
100534,Dishwashing Liquid,3
100534,Shampoo,2
100534,Yogurt,1
100534,Cooking Oil,3
100534,Conditioner,3
100534,Tomato,2
100535,Cheese,1
100535,Eggs,2
100535,Grapes,2
100535,Tomato,3
100535,Toothbrush,1
100536,Biscuits,3
100536,Chips,3
100536,Butter,2
100536,Carrot,2
100537,Butter,1
100537,Eggs,3
100537,Salt,3
100537,Chips,1
100538,Bread,2
100538,Shampoo,1
100538,Grapes,2
100538,Conditioner,3
100538,Toothbrush,1
100539,Spices,3
100539,Cooking Oil,3
100539,Rice,1
100539,Toothbrush,1
100540,Butter,1
100540,Fish,3
100540,Bread,3
100540,Soft Drink,1
100541,Butter,2
100541,Milk,3
100541,Cheese,1
100541,Bread,3
100542,Coffee,1
100542,Cookies,2
100542,Yogurt,2
100542,Chicken,3
100543,Spices,1
100543,Cooking Oil,3
100543,Jam,1
100543,Rice,2
100544,Popcorn,1
100544,Fruit Juice,3
100544,Potato,3
100544,Yogurt,2
100544,Butter,1
100544,Wheat Flour,1
100545,Shampoo,3
100545,Biscuits,3
100545,Conditioner,3
100546,Banana,1
100546,Soap,1
100546,Salt,3
100546,Soft Drink,3
100546,Orange,1
100546,Sugar,3
100547,Eggs,3
100547,Shampoo,1
100547,Grapes,1
100547,Biscuits,1
100547,Wheat Flour,3
100548,Chocolate,1
100548,Tea,1
100548,Spices,1
100548,Biscuits,1
100548,Conditioner,3
100549,Shampoo,3
100549,Butter,2
100549,Soap,2
100550,Butter,3
100550,Cookies,1
100550,Fish,3
100550,Chocolate,1
100551,Shampoo,1
100551,Coffee,3
100551,Fruit Juice,2
100552,Cookies,1
100552,Tissue Paper,3
100552,Jam,2
100552,Coffee,1
100552,Chips,2
100553,Shampoo,2
100553,Cookies,1
100553,Soap,1
100554,Spices,1
100554,Onion,2
100554,Potato,1
100554,Chips,1
100554,Fish,3
100555,Banana,1
100555,Dishwashing Liquid,2
100555,Fruit Juice,3
100555,Spices,1
100555,Coffee,3
100556,Chocolate,2
100556,Toothpaste,1
100556,Eggs,3
100556,Detergent,2
100556,Soap,3
100556,Fish,1
100557,Cookies,2
100557,Milk,3
100557,Popcorn,3
100557,Cooking Oil,1
100557,Soft Drink,2
100557,Butter,3
100558,Shampoo,1
100558,Cooking Oil,3
100558,Salt,1
100558,Rice,3
100559,Eggs,2
100559,Sugar,3
100559,Orange,2
100559,Wheat Flour,1
100560,Spices,2
100560,Sugar,3
100560,Rice,2
100560,Tissue Paper,3
100561,Butter,2
100561,Milk,2
100561,Toothpaste,2
100562,Cheese,1
100562,Eggs,2
100562,Spices,2
100562,Potato,2
100562,Fish,3
100562,Tomato,1
100563,Chocolate,2
100563,Detergent,1
100563,Potato,3
100563,Yogurt,1
100563,Biscuits,3
100564,Cookies,3
100564,Chocolate,3
100564,Soap,2
